ijk,1024,12,static,0,3,0.469191,4.156250,4576.99,0.7382
ijk,1024,12,static,0,4,0.437409,4.156250,4909.56,0.7918
ikj,1024,12,static,0,0,0.044891,0.500000,47837.95,0.9282
ikj,1024,12,static,0,1,0.043299,0.406250,49597.18,0.7819
ikj,1024,12,static,0,2,0.042216,0.375000,50869.19,0.7402
ikj,1024,12,static,0,3,0.041329,0.328125,51960.95,0.6616
ikj,1024,12,static,0,4,0.049414,0.468750,43458.66,0.7905
ijk,1024,6,static,0,0,0.837332,4.875000,2564.68,0.9703
ijk,1024,6,static,0,1,0.846573,4.968750,2536.68,0.9782
ijk,1024,6,static,0,2,0.877349,4.718750,2447.70,0.8964
ijk,1024,6,static,0,3,0.839502,4.812500,2558.05,0.9554
ijk,1024,6,static,0,4,0.862319,4.906250,2490.36,0.9483
ikj,1024,6,static,0,0,0.037464,0.171875,57321.57,0.7646
ikj,1024,6,static,0,1,0.047064,0.218750,45628.52,0.7746
ikj,1024,6,static,0,2,0.044733,0.234375,48006.91,0.8732
ikj,1024,6,static,0,3,0.045477,0.218750,47221.11,0.8017
ikj,1024,6,static,0,4,0.041365,0.187500,51915.10,0.7555
ijk,1024,6,guided,16,0,0.784673,4.609375,2736.79,0.9790
ijk,1024,6,guided,16,1,0.791394,4.625000,2713.55,0.9740
ijk,1024,6,guided,16,2,0.796272,4.640625,2696.92,0.9713
ijk,1024,6,guided,16,3,0.784916,4.625000,2735.94,0.9821
ijk,1024,6,guided,16,4,0.794815,4.671875,2701.87,0.9797
ikj,1024,6,guided,16,0,0.044502,0.281250,48256.22,1.0533
ikj,1024,6,guided,16,1,0.036312,0.187500,59139.78,0.8606
ikj,1024,6,guided,16,2,0.043034,0.281250,49902.37,1.0893
ikj,1024,6,guided,16,3,0.039503,0.250000,54362.41,1.0548
ikj,1024,6,guided,16,4,0.049445,0.171875,43431.85,0.5793
ijk,1024,12,guided,16,0,0.616634,4.484375,3482.59,0.6060
ijk,1024,12,guided,16,1,0.484960,4.343750,4428.17,0.7464
ijk,1024,12,guided,16,2,0.446125,4.328125,4813.63,0.8085
ijk,1024,12,guided,16,3,0.461389,4.375000,4654.39,0.7902
ijk,1024,12,guided,16,4,0.435398,4.218750,4932.23,0.8075
ikj,1024,12,guided,16,0,0.041264,0.421875,52042.17,0.8520
